file,text
check1.jpg,"a2, do23

sit Lek $350%,
Tas honda hfs, Talks Ved
0 ee

TekiO7e7h2e TOONSOWO Ike 7s
"
check2.jpg,"‘Michete Cone one

May 1 2000

E be60 Water Company silogz__]
one-hundred ten and 52/00 vous

prt ator tit — Mekal (ue

ja0%sk78000 _goNDN —_rouon

"
check3.png,"cae af /2e

paerome Micheal M White 5
hardoed & OY/100 corrsns

Bw

"
